candidate_record_id,new_t1_record_count,new_t1_oos_count,new_t1_de_count,new_t1_state_missing_count,new_t1_distinct_oos_states,new_t1_source_domain_diversity,new_t1_new_record_count,new_t1_record_correction_count,new_t1_status_update_count,newly_effective_t0_record_count,t1_has_linked_update,delta_linked_record_count,delta_oos_count_total,delta_de_count_total,delta_distinct_oos_states,delta_days_since_latest_oos,delta_days_since_latest_de,delta_source_diversity,delta_state_missing_ratio,delta_cross_source_conflict_count,delta_link_confidence_mean,delta_low_confidence_link_share,delta_oos_decay_90d,delta_de_decay_90d,delta_oos_decay_365d,delta_de_decay_365d,delta_latest_source_oos_count,delta_latest_source_de_count,delta_active_address_oos_count,delta_recent_latest_source_oos_count_365d,delta_recent_latest_source_de_count_365d,delta_historical_latest_source_oos_count,delta_recent_cross_source_conflict_count_365d,delta_recency_weighted_latest_source_oos,delta_oos_evidence_after_latest_de_count,delta_de_evidence_after_latest_oos_count,delta_recent_oos_after_latest_de_present,delta_recent_oos_independent_source_count_90d,delta_recent_de_independent_source_count_90d,delta_recent_oos_cross_source_confirmation_present_90d,delta_active_address_de_count,delta_oos_to_de_transition_count,delta_de_to_oos_transition_count,delta_post_60d_oos_vehicle_signal_count,delta_current_within_60_day_grace_proxy,delta_current_past_60_day_grace_proxy,delta_days_past_60_day_grace_proxy,delta_post_60d_active_oos_credential_signal_count,delta_post_60d_combined_title_active_credential_conflict_present,delta_post_60d_prior_state_persistence_any_present,delta_post_60d_prior_state_persistence_cross_source_present,delta_new_meaningful_oos_title_signal_post_60d_present,delta_t1_update_observation_lag_mean_days,delta_t1_late_arriving_update_count_over_30d
CAN-OBUQMLVE0V,2,1,1,0,1,1,0,2,0,2,1,4,3,1,0,-63.0,-126.0,0,0.0,2,-0.009791666666666532,0.10416666666666667,1.1768580198493843,0.37897292687407513,2.1801745201123355,0.14417624157993458,1,-1,1,1,-2,0,-1,0.7627136069409115,-1,1,-1,1,1,0,0,1,2,0,0,-1,-255,0,0,0,0,0,35.5,1
CAN-KF2IPJAR9D,1,0,1,0,0,1,1,0,0,0,1,1,0,1,0,69.0,-60.0,0,-0.012820512820512803,0,0.00012820512820521657,-0.012820512820512803,-0.20984498898135578,0.4535908352395597,-0.1515405672602701,0.6166396780440522,0,0,0,0,1,0,1,-0.1033207393616774,0,1,0,0,-1,0,1,0,0,0,1,0,0,0,0,0,0,0,0.0,0
CAN-U31M2LWIG4,2,1,1,0,1,2,1,0,1,0,1,2,1,1,0,-11.0,-472.0,0,0.0,4,0.001102564102564152,0.0,0.6227197962700513,0.6757660058741508,0.7012974946059978,0.7940481296379132,-1,1,1,1,1,-2,2,0.10898350474050522,-1,0,0,1,1,1,0,1,0,0,-1,0,0,0,0,0,0,0,25.0,1
CAN-TQIERDX649,1,0,1,0,0,1,0,0,1,0,1,1,0,1,0,61.0,-11.0,0,-0.019230769230769218,2,-0.0003205128205128194,-0.006410256410256401,-0.03892188328277099,0.46714384751589866,-0.18368097495690372,0.8130395415169396,-1,1,0,0,1,-1,0,-0.13675906625009537,0,1,0,0,0,0,0,1,0,0,-1,1,1,0,0,0,0,0,41.0,1
CAN-BM4DV8NJQS,1,1,0,0,1,1,1,0,0,0,1,1,1,0,0,-9.0,37.0,0,0.0,0,0.00019047619047618536,-0.009523809523809518,0.45419087220659615,-0.12094069758465442,0.7483022314958769,-0.17308238218035532,1,-1,0,1,0,0,2,0.8026689512664595,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,45.0,1
CAN-BHONYFN914,2,0,2,0,0,1,1,1,0,1,1,3,1,2,0,-194.0,-67.0,0,0.0,2,0.0015865384615383338,-0.04326923076923078,0.7163750943832523,1.3510636029757692,0.758393150151472,1.5313228901732194,1,-1,0,1,-1,0,1,0.8676711826831113,0,0,0,1,0,0,2,0,1,1,0,0,72,0,0,1,0,0,8.5,0
CAN-92RFLSSA0S,2,2,0,0,1,2,0,1,1,2,1,4,2,2,0,-570.0,7.0,0,0.0,0,0.0029090909090910833,-0.024242424242424246,1.532460567417935,0.7237270458249137,1.7043359747748277,1.2014187006361752,1,-1,1,2,-1,-1,4,1.6210667956610985,0,-3,0,2,1,1,0,1,2,0,0,0,0,0,0,0,0,0,32.0,1
CAN-KCKSKT6GY3,2,1,1,0,1,2,1,1,0,4,1,6,4,2,0,-99.0,11.0,0,0.0,0,-0.003555555555555534,0.0,1.9398461631693655,0.82817410071392,3.1229198895759005,1.3388697975214154,3,-3,0,3,0,0,3,2.622740165701911,1,-1,1,1,1,0,1,1,4,0,0,0,0,0,0,0,0,0,30.0,1
CAN-K8OTMRYC2N,1,0,1,0,0,1,0,0,1,0,1,1,0,1,0,87.0,-75.0,0,0.0,0,0.00010989010989015391,-0.010989010989011005,-0.11001614701452324,0.29113589656757033,-0.3200493523718093,0.49574989970240724,0,0,0,0,0,0,0,-0.03771254247819808,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,21.0,0
CAN-KK3I7ER77V,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,184.0,184.0,0,0.0,0,0.0,0.0,-0.05839573793419117,-0.7592593634213292,-0.25578219383602274,-0.438899393405181,0,0,0,0,0,0,0,-0.14717253978196282,0,0,0,0,-1,0,0,0,0,0,-1,1,124,0,0,0,0,0,0.0,0
CAN-SA1UCHKTQK,1,0,1,0,0,1,0,0,1,0,1,1,0,1,0,182.0,-142.0,0,-0.007575757575757583,2,0.0009848484848484773,-0.022727272727272707,-0.6841421880356067,0.5385441912426594,-0.9769200890844085,0.6005972788866358,-1,1,0,-1,0,0,-1,-1.260648781331269,-2,1,-1,0,1,0,1,1,0,0,-1,1,122,0,0,0,0,0,42.0,1
CAN-3NB4K4P67N,1,0,1,0,0,1,1,0,0,0,1,1,0,1,0,61.0,-51.0,0,0.0,0,0.0019505494505495102,0.0,-0.6488167347760816,0.5340048386508208,-0.4016596644239443,0.6368304421918762,-1,1,0,-1,1,0,1,-0.9428001554671028,-1,1,-1,-1,0,0,0,1,0,0,-1,1,1,0,0,0,0,0,33.0,1
CAN-0T7YR4W2OW,1,1,0,0,1,1,0,0,1,1,1,2,1,1,0,-381.0,-502.0,0,0.0,0,-0.0005952380952380931,-0.011904761904761904,0.6566306780941203,0.6594740468075102,0.699114515003173,0.764611727753725,0,0,0,1,1,-1,1,0.42605282026985436,-1,0,1,1,1,0,0,1,1,0,0,0,63,0,0,0,0,0,46.0,1
CAN-QUYQWBR2B9,2,1,1,0,1,1,0,2,0,3,1,5,4,1,0,-2.0,-28.0,0,-0.02840909090909091,-6,0.0027840909090909305,-0.02840909090909091,1.2322623229123497,0.2831400718105249,2.850245598721453,0.22841784875464244,2,-2,1,3,0,-1,0,1.7963307731151028,0,0,0,-1,0,-1,0,1,3,0,0,0,0,0,0,0,0,0,16.0,0
CAN-XM0DQ41KD8,1,0,1,0,0,1,0,0,1,0,1,1,0,1,0,61.0,-193.0,0,0.0,2,0.00010989010989004289,-0.010989010989011005,-0.8281373491785464,0.5544387741667203,-0.3977543122938987,0.659169541316138,-1,1,0,-1,1,0,3,-1.2327318255498607,-4,1,-1,-1,1,-1,1,1,0,0,1,0,0,0,0,0,0,0,51.0,1
CAN-SECAQPGP77,1,0,1,0,0,1,0,1,0,0,1,1,0,1,0,65.0,-28.0,0,-0.007575757575757583,0,0.0003030303030303605,-0.015151515151515166,-0.0778982245564341,0.5281893208104546,-0.168338639394096,0.6789253113040297,0,0,0,0,0,0,0,-0.07632206610808301,0,1,0,0,0,0,0,0,0,0,0,0,65,0,0,0,0,0,15.0,0
CAN-FWXFBEFNS9,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,168.0,-27.0,0,0.0,-2,0.0028461538461537206,-0.023076923076923078,-0.14459760873013078,0.7393445540168373,-0.5135618570925822,1.8874592563674852,-1,1,0,-2,2,1,-4,-0.663704789738939,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0
CAN-8D65DEGNMT,2,2,0,0,1,2,0,1,1,0,1,2,2,0,0,-203.0,126.0,0,0.0,-2,0.0017410714285713835,-0.008928571428571425,1.3531235923742906,-0.2740053952736147,1.2462558537950597,-0.4404968783969261,1,-1,1,1,0,0,1,1.2248740351090235,2,-1,1,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,25.0,1
CAN-O97G4ILV8T,2,1,1,0,1,2,1,1,0,2,1,4,1,3,0,-13.0,13.0,0,0.0,0,-0.002083333333333437,0.0,0.3374959784331728,1.4539611629074074,0.5192100997678057,2.2828843529077485,-1,1,0,1,2,-2,5,-0.020829431671641974,1,-1,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,33.0,1
CAN-3TO8K1GYWO,1,0,1,0,0,1,1,0,0,0,1,1,0,1,0,16.0,-127.0,0,0.0,0,0.00209523809523815,-0.004761904761904759,-0.09207848159591547,0.6086990099972521,-0.07763838763895459,0.8304707538611509,0,0,0,0,1,0,2,-0.045365712482366094,-2,1,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,51.0,1
CAN-P9Y3D0CPN3,2,1,1,0,1,1,1,1,0,0,1,2,1,1,0,-100.0,2.0,0,0.0,0,-0.0037435897435897925,0.03589743589743588,0.665146144115567,0.3859474001507579,0.8290488242950551,0.678764889120933,0,0,1,1,0,-1,2,0.5359768686175672,1,-1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,36.5,2
CAN-TBKCQDKOKG,1,1,0,0,1,1,1,0,0,0,1,1,1,0,0,26.0,26.0,0,0.0,0,-0.004780219780219697,0.06043956043956042,0.29584609873946555,-0.2060760312274743,0.7507098971184925,-0.12756719453971543,0,0,0,0,0,0,0,0.03146975099601468,1,0,0,1,0,0,0,0,0,0,0,0,26,0,0,0,0,0,51.0,1
CAN-EC9IG4PC8V,2,1,1,0,1,1,1,1,0,0,1,2,1,1,0,-472.0,-147.0,0,0.0,0,-0.004761904761904745,0.047619047619047616,0.7320090247226884,0.49568298683542156,0.5364150150495204,0.2842832069842278,0,0,0,0,0,0,0,-0.11238639618580498,0,-3,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,30.0,1
CAN-L33R3W3R3R,1,0,1,0,0,1,0,1,0,2,1,3,0,3,0,162.0,-31.0,0,0.0,-6,0.003769230769230747,-0.023076923076923078,-0.20899461351768542,0.8849073514757966,-0.5203282697243052,2.02135822479441,-2,2,-1,0,1,-2,0,-0.5515056415910204,0,3,0,0,0,0,2,2,0,0,0,1,44,0,0,0,0,0,11.0,0
CAN-S9WGZSZUDM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,134.0,134.0,0,0.0,0,0.0,0.0,-0.2428785612983187,-1.2918730382130779,-0.4914784841713222,-0.8389948741567461,0,0,0,-1,0,1,-3,-0.14108789607954902,0,0,0,0,-2,0,-1,0,0,0,0,0,134,0,0,0,0,0,0.0,0
CAN-KN25OTT9X1,1,1,0,0,1,1,0,0,1,2,1,3,2,1,0,-177.0,-179.0,0,-0.016666666666666663,0,-0.0013333333333332975,0.0,1.4556568927334967,0.5678836282031459,1.7072328636171452,0.6451027783632202,0,0,1,1,-1,-1,1,0.991224729296937,0,0,0,2,1,1,0,1,1,0,0,0,0,0,0,0,0,0,26.0,0
CAN-5X86STPIQ4,0,0,0,0,0,0,0,0,0,2,0,2,1,1,0,76.0,-61.0,0,0.0,0,0.0018181818181818299,-0.041958041958041925,-0.3493826951698973,0.48129521075808923,0.4861273226021079,0.5872031110716622,0,0,1,1,1,-1,4,0.3478988443706652,-2,1,-1,-1,0,-1,-1,1,1,0,0,0,0,0,0,0,0,0,0.0,0
CAN-JOTHCN4278,1,1,0,0,1,1,0,0,1,1,1,2,2,0,0,-5.0,69.0,0,-0.011904761904761904,0,0.00023809523809525945,-0.023809523809523808,0.5941002978036654,-0.02079383202404887,1.2924831874021345,-0.10283450255691651,0,0,0,1,0,-1,0,0.32192007565652414,2,0,0,-2,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,32.0,1
CAN-HQ3K1FGKFC,1,1,0,0,1,1,0,0,1,0,1,1,1,0,0,-356.0,86.0,0,0.0,0,-0.0007575757575757347,0.0,0.7944543774722119,-0.004666625858979414,0.7734378013933114,-0.14520629909511473,0,0,0,1,0,-1,0,0.39217027945235206,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.0,0
CAN-LNM5YR0YQY,2,2,0,0,1,2,1,1,0,0,1,2,2,0,0,-29.0,79.0,0,0.0,-6,-0.001071428571428723,0.0,1.1307539955590533,-0.21360121059557358,1.5443497156056454,-0.3518128277073078,2,-2,1,2,-2,0,-6,1.5999601180034788,2,0,0,1,0,1,0,0,2,-1,0,-1,-362,0,0,-1,0,0,15.0,0
CAN-CM7DYFBA7J,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,105.0,-8.0,0,0.0,2,-0.00016483516483511984,-0.005494505494505503,-1.2357551249467675,0.12923799990906037,-0.6444049193971297,0.4730514487371913,-1,1,0,0,1,-1,3,-0.7284753114387561,-2,1,-1,-3,0,-1,1,1,0,0,1,0,0,0,0,0,0,0,0.0,0
CAN-RZ2DB6J18N,2,0,2,0,0,2,0,1,1,0,1,2,0,2,0,66.0,-31.0,0,0.0,-2,0.002083333333333326,-0.016666666666666677,-0.10377583254362507,1.1977237681276016,-0.18012042154214214,1.6290478932660053,-1,1,0,0,1,-1,1,-0.4415548315206248,0,2,0,0,1,0,0,1,0,0,0,0,66,0,0,0,0,0,39.0,2
CAN-C2CYEZP3YP,1,0,1,0,0,1,0,1,0,1,1,2,0,2,0,42.0,-115.0,0,0.0,2,-0.00010256410256415105,-0.010256410256410262,-0.16266003565268528,1.5467867844674132,-0.2315077236428289,1.8087807392749888,-2,2,0,-1,2,-1,3,-1.1244676457380032,0,2,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,20.0,0
CAN-U7YFEMAOIR,2,1,1,0,1,2,1,1,0,1,1,3,2,1,0,-29.0,-50.0,0,0.0,0,0.006333333333333413,-0.06666666666666665,0.9009374428979737,0.21906229389443332,1.3904065090120499,0.4089647758670547,1,-1,0,1,-1,0,0,0.675615261840756,-1,1,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7.5,0
CAN-5N3RUX7YHN,1,1,0,0,1,1,0,1,0,3,1,4,1,3,0,-153.0,-189.0,0,0.0,0,0.0,0.0,0.5607617554774651,1.4368606785601559,0.4758298478996612,2.292894534706183,-1,1,0,0,1,-1,1,-0.22254271605440867,0,0,0,1,2,0,-1,2,1,0,0,0,0,0,0,0,0,0,34.0,1
CAN-ME1AMRSXF2,1,0,1,0,0,1,0,1,0,0,1,1,0,1,0,30.0,-594.0,0,-0.005494505494505503,0,0.0004945054945054705,-0.016483516483516508,-0.050572135229167786,0.820661931772385,-0.10255691254521793,0.8974982146039423,-1,1,0,0,1,-1,1,-0.2071764604566224,-2,1,-1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,24.0,0
CAN-9RNOR5Y0MN,2,1,1,0,1,2,1,1,0,0,1,2,1,1,0,-168.0,51.0,0,0.0,2,0.00080357142857157,-0.026785714285714274,0.6498816638254334,-0.06986004215114505,0.7455863810666501,0.45934121926529814,1,-1,0,1,0,0,3,0.8423573859196668,1,-2,1,1,1,0,0,0,1,0,-1,1,12,0,0,0,0,0,45.5,2
CAN-48AYYZE91Y,1,1,0,0,1,1,1,0,0,2,1,3,2,1,0,-175.0,-307.0,0,-0.05555555555555555,-4,0.0001388888888889106,0.0,0.81144758460449,0.4274209429814175,1.0316465066068612,0.6951806665020579,1,-1,0,0,0,1,0,0.9437676799393868,-1,0,0,1,0,0,0,1,2,1,-1,1,115,0,0,1,0,1,35.0,1
CAN-DMA9OMZ8BU,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,61.0,19.0,0,-0.012820512820512803,-2,0.00012820512820521657,-0.012820512820512803,-0.010717550735464043,0.13149507282879025,-0.11059651562804729,0.6194387683910332,-1,1,0,0,1,-1,0,-0.25235260712593627,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0
CAN-ESDFET9CF9,2,1,1,0,1,2,1,0,1,1,1,3,1,2,0,-105.0,-114.0,0,0.0,-2,0.0005769230769231415,-0.028846153846153855,0.5104937707712431,1.2067165714405854,0.5081357620319142,1.5667503767421944,-2,2,1,-1,1,-1,-1,-0.7511527284673203,0,0,0,1,2,0,0,2,0,0,0,0,0,0,0,0,0,0,39.5,2
CAN-2JZ7Q9T1TR,0,0,0,0,0,0,0,0,0,3,0,3,2,0,0,-143.0,153.0,0,0.07692307692307693,-2,0.00492307692307703,-0.046153846153846156,1.206121639828305,-0.5255209108389198,1.2515026565361267,-0.4297749717173889,1,-1,0,0,0,1,0,0.963760467705062,2,-1,1,2,-1,1,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0
CAN-Z95QPONBCM,2,1,1,0,1,2,1,0,1,0,1,2,1,1,0,-136.0,8.0,0,-0.008928571428571425,2,0.00035714285714272265,-0.01785714285714285,0.5225876252170925,-0.582058154508762,0.5328668307452236,0.17713761063128697,1,-1,0,1,-1,0,2,0.8421612544207044,1,-3,1,1,-2,0,1,0,1,0,-1,1,74,0,0,0,0,0,18.0,0
CAN-R18R0Y2KT1,1,1,0,0,1,1,1,0,0,0,1,1,1,0,0,-64.0,73.0,0,0.0,0,-0.0004166666666667318,0.0,0.32403248271825413,-0.030860564579613586,0.5863085901599909,-0.20973109431910175,0,0,0,0,0,0,0,-0.06594421161579245,1,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,12.0,0
CAN-Q3JVSZWOD3,2,1,1,0,1,2,1,0,1,1,1,3,2,1,0,19.0,-105.0,1,0.0,3,-0.003474025974025907,0.05194805194805194,0.7012730561780758,0.6005173118418471,1.2572786327613636,0.4312466650969551,0,1,0,0,1,0,3,0.5474175993993642,-1,1,-1,1,1,1,1,1,0,1,-1,1,104,0,0,1,0,0,26.5,1
CAN-A8NK7O6B11,2,1,1,0,1,1,0,2,0,2,1,4,1,3,0,6.0,-14.0,0,0.0,-6,0.00708333333333333,-0.02083333333333333,0.11541489486639644,1.45135265102,0.39164258547683684,2.321285142051305,-3,3,0,-2,3,-1,-4,-2.0852330462424877,0,0,0,0,2,0,1,3,0,0,-1,1,37,0,0,0,0,0,23.5,1
CAN-HWA25Z2MI4,1,0,1,0,0,1,0,0,1,1,1,2,1,1,0,-580.0,-84.0,0,-0.016666666666666677,0,0.007249999999999868,-0.033333333333333354,0.9160326133843995,0.25400186961820315,0.8488118393906461,0.4154233389923023,0,0,0,1,-1,-1,3,0.6550492207885408,1,-5,1,1,1,0,-1,1,1,0,0,0,0,0,0,0,0,0,23.0,0
CAN-1N51Y44HFZ,1,0,1,0,0,1,1,0,0,1,1,2,0,2,0,89.0,-191.0,0,0.0,-2,-0.0009523809523809268,0.0,-0.36760661052527793,1.300796222143806,-0.30958347150291665,1.5544029219590616,-2,2,0,0,2,-2,2,-0.7161514273509048,-1,2,-1,-1,2,0,1,2,0,0,-1,1,29,0,0,0,0,0,8.0,0
CAN-VD8OCEUOX8,2,1,1,0,1,2,0,2,0,1,1,3,2,1,0,-9.0,-33.0,0,0.0,0,0.0010317460317458282,0.0,0.8342180142933613,0.1489295510749611,1.4558979783282306,0.3307945198707092,0,0,0,0,-1,0,-2,-0.10174898065883964,-1,1,-1,-1,0,-1,0,1,1,0,0,0,0,0,0,0,0,0,33.0,1
CAN-HR0NURNAEV,2,1,1,0,1,2,2,0,0,0,1,2,1,1,0,-564.0,-74.0,0,0.0,0,-0.0008928571428572507,0.0,0.7418561334082916,0.7521105912474463,0.8665235985926751,0.8669841185002829,0,0,0,1,1,-1,2,0.600480018211984,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,28.5,1
CAN-8H3R67K4Q8,1,0,1,0,0,1,0,1,0,0,1,1,0,1,0,34.0,-163.0,0,-0.005494505494505503,0,0.0026098901098901006,-0.010989010989011005,-0.011585400495319129,0.8010622772992109,-0.0793338487072448,0.859335419063159,0,0,0,0,1,0,0,-0.02618061480264311,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,19.0,0
CAN-40PE5943EN,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,145.0,-80.0,0,-0.007575757575757583,0,0.00015151515151512474,-0.015151515151515166,-0.5813851895301382,0.28736590205377466,-0.4971905671640884,0.3981093088828991,0,0,0,0,-1,0,-2,-0.3910838082853876,-2,1,-1,0,1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0.0,0
CAN-0O4AH77TRO,2,2,0,0,2,2,0,1,1,0,1,2,2,0,0,-110.0,41.0,1,0.0,1,-0.004166666666666652,0.0,1.5777892257685961,-0.009719807867871216,1.8104693392762552,-0.03297854014886725,1,0,1,1,0,0,0,1.1097944957376087,2,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,20.5,0
CAN-Y3WUPP3ZCZ,1,0,1,0,0,1,1,0,0,0,1,1,0,1,0,149.0,-198.0,0,-0.006410256410256401,0,0.0002564102564102111,-0.012820512820512803,-0.5008291564981127,0.6276590374017165,-0.5354764081983245,0.5515212792240816,-1,1,0,-1,-1,0,-2,-1.0805818401320142,-1,1,-1,-1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,23.0,0
CAN-NLZ9EMCUO7,1,0,1,0,0,1,0,0,1,2,1,3,1,2,0,19.0,-198.0,0,0.0,-2,0.0016883116883117388,0.0,0.20495431313592838,1.4421084606508088,0.5470768505329395,1.3554823981718451,-1,1,0,0,1,-1,1,-0.46906366339962,0,0,0,0,2,0,1,2,1,0,-1,1,71,0,0,0,0,0,21.0,0
CAN-2S199QL1ZD,2,0,2,0,0,2,0,0,2,0,1,2,0,2,0,82.0,-322.0,0,0.0,2,0.0013333333333332975,-0.03076923076923077,-0.3552131567800547,1.6100120605244979,-0.340998454070085,1.6727232098396194,-1,1,0,-2,2,1,2,-0.9381144552535754,-3,2,-1,0,2,0,1,1,0,0,1,0,0,0,0,0,0,0,24.5,1
CAN-OHA8ZD95AL,2,1,1,0,1,2,1,1,0,2,1,4,3,1,0,-206.0,-112.0,0,0.0,0,0.0011212121212121895,-0.024242424242424246,1.9614453997937815,0.5425308959017039,2.2919802174759134,0.4617557448486078,1,-1,1,1,1,0,3,1.3839513391272236,1,-1,1,2,1,1,0,1,2,0,0,-1,-703,-1,0,-1,0,0,10.5,0
CAN-TZ4SKOO696,1,0,1,0,0,1,0,0,1,0,1,1,0,1,0,32.0,-49.0,0,-0.004761904761904759,-4,0.002190476190476187,-0.004761904761904759,-0.05104139286923051,0.49377461468641837,-0.12188665130136189,0.7588901480374663,-1,1,0,0,1,-1,0,-0.44700292110814305,0,1,0,0,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,10.0,0
CAN-ZNVRR9SGRZ,2,0,2,0,0,2,0,0,2,0,1,2,0,2,0,30.0,-606.0,0,0.0,6,0.0011282051282051064,-0.03076923076923077,-0.6091521273937746,1.6964842583439184,-0.26730500763923715,1.880644389008176,-2,2,0,-2,2,0,6,-1.8391475726197157,-6,2,-1,-2,2,-1,0,2,0,0,0,0,0,0,0,0,0,0,19.0,0
CAN-1UULA5D03L,1,0,0,1,0,1,0,0,1,0,1,1,0,0,0,79.0,79.0,0,0.06666666666666667,0,-0.00019047619047618536,0.0,-0.09250422850998832,-0.10105121367573953,-0.24721950751614896,-0.2588426302770297,0,0,0,-1,0,1,-1,-0.15358084371149872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48.0,1
CAN-MKP2V46UCL,0,0,0,0,0,0,0,0,0,3,0,3,2,1,0,-290.0,43.0,0,0.0,0,0.0002597402597401821,0.0,1.3272952242120768,-0.07298522222263404,1.5257707300561134,0.2413818537559238,1,-1,0,1,0,0,2,1.4619927030114177,2,-1,1,1,-1,0,1,1,2,0,-1,1,79,0,0,0,0,0,0.0,0
CAN-WT83YVPPYC,1,0,1,0,0,1,1,0,0,1,1,2,0,2,0,165.0,-142.0,0,0.0,2,-0.0013986013986013734,0.0,-0.5901312988298397,1.0926136240915247,-0.9486089841219956,1.4638809875594885,-2,2,0,-2,2,0,0,-1.695913457069243,-1,2,-1,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,45.0,1
CAN-2MMOEDQKML,2,1,1,0,1,2,1,1,0,1,1,3,1,2,0,-83.0,-78.0,0,0.0,0,0.00382211538461541,0.0,0.6760993141418902,1.3174120299953955,0.7239269380489186,1.6863748180056066,-1,1,0,1,1,-2,4,0.25405744586270584,0,0,0,1,1,0,1,2,1,0,1,0,0,0,0,0,0,0,16.5,0
CAN-GH90DBJJ0V,0,0,0,0,0,0,0,0,0,4,0,4,4,0,1,35.0,163.0,0,0.0,-6,-0.0016666666666665941,0.04166666666666667,0.8124908995671438,-1.0506974244611504,2.5855555062442703,-0.9074605372615219,2,-2,1,3,-2,-1,-4,1.6672420446787841,4,0,0,0,-1,0,0,0,2,0,-1,0,0,0,0,0,0,0,0.0,0
CAN-9I1L5P8P16,0,0,0,0,0,0,0,0,0,3,0,3,1,2,0,-28.0,12.0,0,-0.019480519480519487,0,-0.0033116883116882656,0.07142857142857142,0.1575046698935798,0.37970274091692213,0.27860240514539747,1.042208924048876,0,0,-1,0,0,0,0,0.1267036617356183,0,0,0,0,0,0,1,1,1,1,-1,1,117,0,0,1,0,0,0.0,0
CAN-YKCR0KS1QN,2,1,1,0,1,1,1,0,1,1,1,3,2,1,0,-38.0,-104.0,0,0.0,-2,-0.0013333333333332975,0.0,0.948380871908493,0.6266035432059698,1.3996019236927073,0.6444777425205186,2,-2,1,2,0,0,2,1.5590646510748742,0,0,0,0,1,0,0,0,2,-1,0,-1,-545,0,0,-1,0,0,11.0,0
CAN-NTSQMGCGFU,1,0,1,0,0,1,1,0,0,4,1,5,1,3,0,-299.0,-177.0,1,0.023809523809523808,0,-0.00017857142857136132,0.023809523809523808,0.2569587182370878,1.5196052296398326,0.5357063799219863,2.321684202836645,0,0,0,1,2,-1,3,0.3166953892311052,0,2,0,0,1,0,1,1,1,0,0,0,188,0,0,0,0,0,30.0,0
CAN-RW896NBG8L,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,-380.0,160.0,0,0.0,2,-0.0007575757575757347,0.0,0.6785410616788008,-1.395325007887844,0.6046244543223547,-0.9324642350352117,1,-1,1,1,0,0,3,0.8072984639528353,1,-4,1,1,-2,0,0,0,1,0,0,-1,-675,0,0,0,0,0,0.0,0
CAN-OPEAD20Z1X,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,90.0,-21.0,0,-0.009523809523809518,0,0.0014761904761904088,-0.004761904761904759,-0.18336548449901177,0.10679241844643106,-0.3133922220213825,0.5067975940788019,-1,1,0,0,1,-1,1,-0.3822794633749298,0,1,0,0,0,0,0,1,0,0,-1,1,30,0,0,0,0,0,0.0,0
CAN-U8UKGB6UGR,2,0,2,0,0,1,1,1,0,2,1,4,1,3,0,13.0,5.0,0,0.0,2,-0.0006250000000000977,-0.02083333333333333,-0.26073225612530093,1.6641606379846088,0.20521424682766476,2.270119856815024,-2,2,1,0,2,-2,4,-0.9205580152466877,0,2,0,-1,1,-1,2,2,0,0,1,0,0,0,0,0,0,0,19.5,0
CAN-H0E8AMPNXP,2,1,1,0,1,1,1,0,1,3,1,5,4,1,0,-29.0,-674.0,0,-0.03968253968253968,-3,-0.00976190476190475,0.07142857142857142,1.942875951166732,0.7466908894042801,2.9857301233950535,0.7815463234141121,1,-1,0,2,0,-1,0,1.5991168370113291,-3,0,0,2,1,1,0,1,2,0,0,0,0,0,0,0,0,0,28.0,1
