candidate_record_id,t0__address_history,t0__external_context_signals,t0__license_id_events,t0__vehicle_title_events,t0__work_location_signals,t1__evidence_update_stream
CAN-FXA4WQPTEL,2,1,3,2,2,1
CAN-0G8ACMTOG6,3,3,3,3,1,0
CAN-2R07RC2FDG,3,3,3,3,2,1
CAN-D23YEVE1I8,3,3,3,3,2,2
CAN-BJ4NNF2L8Q,3,3,3,3,2,2
CAN-TVL8HD02BD,3,3,2,2,2,1
CAN-LREVW46FZR,3,3,3,2,2,2
CAN-VNZON3NEIL,3,3,3,3,2,1
CAN-1QT28I19WF,3,3,3,3,2,2
CAN-78454YRS30,2,2,1,3,2,2
CAN-0CN109WL1J,2,3,3,3,2,1
CAN-PH9NMSTL4R,2,3,4,2,2,2
CAN-MKRYEPPD51,2,3,3,2,2,2
CAN-LR5VW9E2QN,3,3,3,3,2,1
CAN-CI1PCJU8EF,4,3,3,4,2,2
CAN-R5LOH1LL7D,3,3,3,3,2,2
CAN-WA5Q3Z88LL,3,4,3,4,2,3
CAN-T0QT87JG1B,3,3,3,3,2,1
CAN-0PAURMWK1D,3,3,3,3,1,1
CAN-CJ6DKL91A2,2,3,3,3,2,1
CAN-4O2CPWEM1X,3,3,3,3,2,2
CAN-6LBKME8XJB,4,4,3,4,2,1
CAN-KRJOTVAPR3,3,3,3,3,2,2
CAN-MFIWC4IGHB,2,3,3,3,2,1
CAN-8K0Z6D4T8I,3,3,3,3,2,2
CAN-71SWGZM9X4,3,2,3,3,1,2
CAN-T07BGVQC8W,3,3,3,2,2,1
CAN-LSWLN4CXW4,1,1,4,3,1,1
CAN-9INTT6NPR9,1,0,3,0,0,0
CAN-T7LZ817V65,1,3,3,3,1,2
CAN-UWRB38ZGVS,2,3,3,3,2,1
CAN-0A3WEZ6I2G,3,3,3,2,2,1
CAN-9V4IST9AGM,3,3,3,3,2,0
CAN-AWSADYS8BO,3,3,3,3,1,1
CAN-V71OZB0W1C,3,3,3,3,2,1
CAN-TS8N2HGP5X,3,3,4,3,2,1
CAN-GXE1VIH4SE,3,3,3,3,1,1
CAN-U837YKZ2J9,3,3,3,3,2,1
CAN-IWYQBF4IQU,3,3,3,3,2,1
CAN-YL6M9432SC,3,3,3,3,2,2
CAN-N7WUVQZGQ0,4,4,3,3,2,2
CAN-PQSRNA5DBV,3,3,3,1,2,2
CAN-FMIA4SE8L1,3,2,3,1,2,1
CAN-0PPQ6EYMLV,3,3,3,2,2,2
CAN-5LDL26R7QB,3,3,2,3,1,1
CAN-UINOVHWC0U,3,3,3,1,2,1
CAN-XMAIRJ4SJW,3,3,4,3,2,1
CAN-9AI6R59HP8,5,3,3,2,2,1
CAN-WI3NW4ZA1N,2,3,3,2,2,1
CAN-LFVC7HO444,2,2,3,3,1,1
CAN-S3IKO4W0WL,2,3,3,3,2,1
CAN-X5V5LQAKLM,3,3,3,3,1,2
CAN-CF87FD5CGJ,3,3,3,3,1,2
CAN-WREOT6ENKY,3,3,3,3,2,2
CAN-CD8WWM6LGT,3,3,3,3,2,2
CAN-LHDKO5M4GC,3,3,3,3,2,2
CAN-TFETGR02TT,3,2,3,3,2,1
CAN-0QHIK8WTIE,3,3,3,2,2,2
CAN-KF859QUYJ3,3,3,3,3,2,2
CAN-KS0HGNR695,3,2,3,3,2,1
CAN-S7SSERM4E4,2,3,2,2,2,1
CAN-RNOKTKEP10,3,3,3,3,2,1
CAN-JOZJX1FQ7B,3,3,3,3,2,1
CAN-1KYK5H7HX2,3,3,3,2,1,0
CAN-3MK8B147XS,3,3,3,3,2,2
CAN-EBSHL094DP,3,3,3,3,2,2
CAN-1K3YGI1CWR,4,3,4,2,1,1
CAN-JD8BTZVLCR,3,3,3,3,2,2
CAN-0UHFYL82T8,2,3,3,3,2,2
CAN-UZ34TSTC3J,3,2,3,3,2,2
CAN-FFDNK0B1MW,2,3,3,2,2,0
CAN-TH0XRXBVNU,2,2,3,3,2,2
CAN-OHJZGM386E,2,1,3,2,2,1
CAN-RWMJB0F5EA,1,2,3,3,1,1
CAN-T1DRG0ODGH,2,4,3,5,2,2
CAN-6QSGY51KF1,3,2,3,3,2,2
CAN-GOBQXO6NKD,3,3,3,3,1,0
CAN-2DZNN5CZCX,3,2,3,3,2,1
CAN-CNAA0OMFEL,3,3,3,3,2,1
CAN-VLP8Q51DF1,3,3,3,3,2,1
CAN-FSINW81651,3,2,3,1,2,2
CAN-YXBYAD5F6I,3,3,3,3,2,2
CAN-GNSAYBGAMU,2,2,3,2,2,2
CAN-NJ78MDC3JK,2,3,3,2,1,0
CAN-9RI7O0X335,3,3,3,3,2,1
CAN-YW4XYRIAVB,3,3,3,2,2,2
CAN-PXPYIQCO6N,2,3,3,1,2,2
CAN-Q2FX8NPSI8,3,3,3,3,2,2
CAN-8ZSOX5I3NJ,5,4,4,3,2,2
CAN-JICT09YDRG,3,1,2,3,2,2
CAN-16CZLEKDPY,3,3,3,3,2,2
CAN-4KXAHJ606D,3,2,3,3,1,2
CAN-531NRA8JY5,3,3,3,3,2,2
CAN-UG8234Z9AY,3,3,3,3,2,2
CAN-YEKCKZL6AX,3,2,3,2,2,2
CAN-6LKNW4TCR5,2,3,3,3,1,2
CAN-CI4VUDO4J0,3,3,3,3,2,1
CAN-TTW2IGKD9T,3,2,3,3,1,0
CAN-W78UC54OC1,3,3,3,3,2,1
CAN-XQ0UZ98Q07,1,3,3,2,1,2
CAN-VTN003SP8W,3,2,3,3,1,0
CAN-6HHW8P1KDV,3,3,3,3,2,1
CAN-IVWTMAGT1D,3,3,3,3,1,2
CAN-6WDP65R2NP,3,3,3,3,2,2
CAN-X0P88SLHXD,2,1,3,2,1,1
CAN-0EW430L1GV,2,3,3,3,1,1
CAN-21HNOT5FFO,3,3,3,3,2,1
CAN-C3WW0ONVK7,3,2,3,3,2,1
CAN-IBEKDAMK78,3,3,3,3,2,2
CAN-33VDDH733O,2,3,3,3,2,1
CAN-1QN5L0LTZN,3,3,3,3,2,2
CAN-E5LFDQM1L1,3,3,3,3,2,1
CAN-731TCJE883,4,3,3,2,2,2
CAN-Y1C38D67RV,3,3,3,3,1,2
CAN-LGRF8LXPWV,2,3,3,2,2,2
CAN-2TXXFELTTN,3,3,3,3,1,1
CAN-GQW05GKMY3,3,2,3,3,2,1
CAN-38C6F81V9H,3,3,3,3,2,2
CAN-SDCK4WAV87,3,1,3,3,1,2
CAN-O12V63FVQ9,3,3,3,2,2,1
CAN-JDT74IWBCP,3,2,3,3,2,2
CAN-DV2G4OTPWP,3,3,3,3,2,2
CAN-DQTR43KXGL,3,3,3,3,2,1
CAN-9UFZA4CFHQ,2,2,3,2,2,0
CAN-JAXPG13SCE,2,3,3,3,2,1
CAN-YFRB34CINL,3,3,3,2,2,2
CAN-GGHOHRQG7J,4,5,3,3,2,2
CAN-W2HXKWGOC7,3,2,3,3,1,2
CAN-X8MDJXOR4Z,3,3,3,3,2,2
CAN-96X7HM2YAR,3,4,2,3,1,2
CAN-2IIBCV5IBZ,3,3,3,3,2,1
CAN-ENCHIEISXZ,3,3,3,3,2,2
CAN-HQQSYEK2KY,2,2,3,3,1,0
CAN-ETTEYTAPRX,2,2,3,2,2,1
CAN-Y8WU32KHLQ,3,3,3,3,2,1
CAN-0KW5O6BFRK,1,2,3,2,1,2
CAN-J4KWBJ7QTW,3,3,3,3,1,2
CAN-4XHDSCJLSS,3,3,3,3,2,2
CAN-PEKFKN7BPO,3,3,3,3,2,2
CAN-1C5AO1Q16S,4,3,3,4,2,1
CAN-OKRGM086UH,3,3,3,3,2,1
CAN-K9S5BO9MLA,2,3,3,3,2,1
CAN-BJ40PR62O4,3,3,3,3,2,1
CAN-KTJETXNGFW,3,3,3,3,2,2
CAN-Y5VRX836KU,3,3,3,3,2,2
CAN-ITT23EGK5B,3,1,2,3,1,1
CAN-V77C3EES8A,3,2,3,2,2,0
CAN-DJV9ZNZJXL,3,3,3,2,2,2
CAN-ABJEK1QYG9,3,3,2,2,1,1
CAN-7GG5FWXPE8,3,3,3,3,2,2
CAN-AFHARQNVO3,3,0,3,2,2,1
CAN-LEZN6BXCPY,3,3,3,4,2,0
CAN-AIMRVQW734,3,2,3,3,1,1
CAN-EOHBKBY7LL,3,2,4,3,1,1
CAN-12SHOYQ27B,2,2,3,2,1,0
CAN-S33G8AG3YP,3,5,3,3,2,2
CAN-7FV3A8MASU,3,3,3,3,2,2
CAN-E2HUXNGDRA,3,2,3,1,2,0
CAN-QNTSRJ15FM,2,3,3,3,2,2
CAN-83UBX2J6VK,3,3,3,3,2,1
CAN-3YWH8W484E,2,3,3,3,2,2
CAN-TBO1DHVPZ5,3,1,3,3,2,1
CAN-NSPW9W2TUP,3,3,3,3,2,1
CAN-3Y2Y9YY3OY,3,2,3,3,2,2
CAN-0RJMXUBYM3,3,3,3,3,1,1
CAN-IESOSHJHKQ,2,2,3,3,2,2
CAN-ECPLSWSADM,1,3,3,3,1,1
CAN-7Q28TYOJLX,3,3,3,3,2,1
CAN-4NXMNIKS3Y,3,2,3,3,1,2
CAN-RSD8Z1SPJR,3,3,3,2,2,1
CAN-BK34Y4JT3N,3,3,3,3,2,1
CAN-9Z9C9JB3VG,2,3,3,3,1,2
CAN-T1XEBLCBE4,3,3,3,1,2,2
CAN-E0ZE17IU9G,3,3,3,3,2,2
CAN-5PUXB24IMT,1,3,3,2,2,1
CAN-S0KIELM50I,2,3,3,3,2,2
CAN-96GLWL2RV4,0,0,3,0,0,0
CAN-IWLJI8K7W0,3,3,3,3,2,2
CAN-4WNGZ1BKDG,2,3,2,3,1,2
CAN-XF0EOL9CUA,3,3,3,3,2,2
CAN-98IJ8O6FKX,3,2,3,3,2,2
CAN-2TV396HNGU,3,3,3,3,2,1
CAN-4P7CXJHEV9,3,3,3,3,2,1
CAN-6B0OJD10QM,3,3,3,3,0,1
CAN-NA04H781GC,2,2,3,3,2,1
CAN-7I6ZCFEEXX,2,2,3,3,2,2
CAN-310KDPDG5B,1,3,3,3,2,2
CAN-90XI5M5FF8,2,2,3,3,2,2
CAN-W7D4WK0LFW,3,3,3,3,2,0
CAN-NT5VUR90DX,3,3,3,3,2,1
CAN-0869DPPIOH,2,3,3,3,2,2
CAN-5J9D6PMOG7,3,3,3,1,2,2
CAN-S238Y8JX70,3,3,3,3,2,2
CAN-J2V165PEZB,2,3,3,3,2,2
CAN-QE4ZNQ0LKF,3,2,3,2,1,2
CAN-3MV9CXJMJB,3,3,3,3,2,2
CAN-6Z9JBFTUVM,2,3,3,2,2,1
CAN-2WYUAVIRK3,3,3,3,3,2,1
CAN-4RVMLQ4SUF,3,3,3,3,2,1
CAN-NS2I9QFL3T,3,3,3,3,2,2
CAN-B64A4NV22G,3,3,3,3,2,2
CAN-M3Y2VFNVUR,2,3,3,2,2,0
CAN-GAG9BLV51J,3,3,3,3,2,1
CAN-AEDLVRYUWI,3,3,3,2,1,1
CAN-EWZ7377DGM,3,3,3,3,2,2
CAN-6GBSDJF7K0,1,3,3,3,2,2
CAN-OGWF215IEE,3,3,3,3,2,1
CAN-YE3HVOPHDZ,2,3,3,2,2,2
CAN-8WELH68ZE1,2,2,3,3,2,1
CAN-TF2GX8X2E5,3,3,3,3,2,2
CAN-9YOQU8M6L5,3,2,3,3,2,0
CAN-ZU8M6UCNAW,3,2,3,3,2,1
CAN-1XZ96N0WZQ,3,3,3,3,2,2
CAN-9AZ5TDSMKU,0,0,3,0,0,0
CAN-E3LMUM8UCQ,7,5,7,6,2,3
CAN-L0CGJ6XJ9U,2,3,2,3,2,1
CAN-OL2OFMF093,3,3,3,3,2,1
CAN-6YZ5P8JLPA,3,3,3,3,2,2
CAN-17M6BQXKGH,3,3,3,2,2,1
CAN-SRTY3ALEOU,3,3,3,3,2,1
CAN-RM88MOHA2Z,3,3,3,2,2,1
CAN-JILOVA8SSS,3,1,3,2,2,2
CAN-J4RPMJN5V2,3,2,3,3,2,2
CAN-R01WTIZI6Z,3,3,3,3,2,2
CAN-NEEJB5K4F6,3,3,3,3,1,2
CAN-X72QMNBH57,3,3,3,3,2,1
CAN-TJDVV4G6GQ,3,3,3,3,1,1
CAN-TPPY11JLQM,3,3,3,3,2,2
CAN-TP73JC6AS9,3,3,3,3,2,1
CAN-QMVKORDSD6,3,3,3,3,2,2
CAN-KO9UUXZYFH,0,0,3,0,0,0
CAN-LD0MDQ98CA,3,3,3,3,2,0
CAN-3LB9NU4U8T,2,3,3,3,2,2
CAN-CYBIFDA79C,3,3,3,3,2,1
CAN-K8GNEE3V4A,3,3,3,3,2,2
CAN-XNLNU1LX4I,2,3,3,2,2,1
CAN-I1XDOSZCAI,3,3,3,3,2,1
CAN-ELZQK4TD5L,3,3,3,3,2,2
CAN-7UWXGLFRZW,3,3,3,3,2,0
CAN-9ATW5VBCKK,3,2,3,2,2,1
CAN-52SKXT36BS,3,3,3,3,2,2
CAN-83YXIKDG3P,3,3,3,1,2,2
CAN-JBXVSFM8H6,1,3,3,3,2,1
CAN-XDHMSWHK0G,2,3,3,3,1,0
CAN-GYB9DQNAPG,3,3,3,3,2,2
CAN-I3PAG0MQ4S,3,3,3,2,2,1
CAN-SG6KUDP9CB,3,3,3,3,2,1
CAN-F6UC3ZOJP7,2,3,3,3,1,1
CAN-OPSQN3HR61,3,3,3,3,1,2
CAN-H3SPB2A2R7,3,2,3,3,2,1
CAN-ZJ04AGQDQT,1,2,3,3,2,1
CAN-52WWF253JY,1,3,3,2,2,1
CAN-8JSMQE8ZNW,2,3,3,3,2,2
CAN-9YQUZOALNA,3,2,3,2,1,1
CAN-B7OTPNYA57,3,4,3,3,2,2
CAN-4YS30CW5LF,3,3,3,2,2,2
CAN-O68MJT6WYA,3,2,3,2,2,0
CAN-YNCH839Q9U,1,2,3,3,2,1
CAN-5Y5YHAPJ8M,1,3,3,3,2,2
CAN-16WN3XX0WM,3,2,3,3,1,2
CAN-L2ZMDTU78E,2,2,3,3,2,1
CAN-AYNT3XGQWQ,2,3,3,3,2,2
CAN-PCLY7I72LC,3,3,3,2,2,2
CAN-X292KL582Q,2,3,3,3,1,2
CAN-7B9V39S24I,3,3,3,3,2,2
CAN-8MEJHRRHZ4,3,3,3,3,2,2
CAN-YLZC51MEBQ,3,3,3,3,2,2
CAN-PZWAB64NHS,3,3,3,3,1,2
CAN-WYONYRKMYM,2,2,3,3,2,2
CAN-S9NV1GQO8N,2,3,3,3,2,1
CAN-VRT3AMOAQG,3,3,3,3,2,2
CAN-DDH66TB6PM,3,3,3,3,2,2
CAN-Q5BEI4WFTD,2,2,2,2,2,1
CAN-X7D2PZ8HFZ,3,1,3,2,1,1
CAN-EEC3ZNKUYS,3,3,3,3,2,2
CAN-7AXZ29TNCM,2,2,2,3,2,2
CAN-P69V1TRALB,3,2,3,2,2,1
CAN-S0NSOIAXKS,3,3,3,3,2,2
CAN-G7CLFRRO0G,2,3,3,3,2,2
CAN-IMJSADCOPJ,3,3,3,3,2,2
CAN-6I8GE3ABJR,3,3,3,2,2,2
CAN-8K0J63R7T5,2,2,3,1,1,2
CAN-NFIKO60ZM1,0,0,3,0,0,0
CAN-1UL31DKGJ3,3,3,3,3,2,2
CAN-6E9YCRS9LL,3,4,3,4,2,3
CAN-O6SFO1E46L,0,0,3,0,0,0
CAN-QHGJDGCYEI,3,3,3,2,2,1
CAN-462DIN6KFL,2,3,3,1,2,1
CAN-WHF4NLF5ZU,2,3,3,3,2,1
CAN-MOG4JW6A9F,3,3,3,3,2,0
CAN-B5UAOYVPA2,2,3,3,3,1,1
CAN-KXK23PVINU,3,3,3,2,2,1
CAN-K1EBTRH1WK,1,3,3,3,2,1
CAN-LIK43YKQKE,3,3,3,3,2,0
CAN-HTJMQLODO1,3,3,3,3,2,2
CAN-4KC5544YG3,2,3,4,2,1,1
CAN-7OKLX37DAW,2,3,3,2,1,1
CAN-UUMPOX83G3,3,3,3,3,2,2
CAN-6WZ25ZQNCW,3,3,3,3,2,2
CAN-CXBK1AAEPI,2,3,3,2,2,2
CAN-DT17X46X6U,3,3,3,3,1,0
CAN-8RZUQ8T2JX,3,3,3,3,2,1
CAN-1R949PIS6U,3,3,3,3,2,2
CAN-MXQGYPE9B9,3,3,3,3,2,2
CAN-RN2WUQ3W29,3,3,3,3,2,2
CAN-8HTJUGKRR1,2,3,3,3,2,2
CAN-K5SZVTCVFD,3,3,2,2,2,2
CAN-FGXFHAH630,3,3,3,2,1,0
CAN-3VTNBHV13J,2,3,3,3,2,1
CAN-2OFDGU5W4V,2,3,3,3,1,1
CAN-T2WKWAGYDT,3,3,3,2,2,2
CAN-9KYG5EDE1I,3,2,2,2,2,2
CAN-K0HGXAKGQD,2,2,3,3,2,2
CAN-ZUYB161M3Y,3,3,3,3,2,2
CAN-KIRG87BA6U,2,3,3,3,1,1
CAN-YIKFXRUEFP,3,3,3,3,2,2
CAN-EUOJB8YW8V,3,3,3,0,2,2
CAN-P934EK01A2,3,3,3,3,1,1
CAN-OJP3KKYMZU,3,3,3,3,1,1
CAN-UFMTRJQZC3,3,1,3,3,2,2
CAN-VRY3EC41A9,2,3,3,3,0,1
CAN-RQ6FWZ8HFG,2,2,3,3,2,1
CAN-81FY7TSCQ2,3,3,3,3,2,1
CAN-NFRLYXPGBZ,3,3,3,3,2,1
CAN-VVAAJHLJ29,2,3,3,3,0,2
CAN-TQCUAM4ET7,3,2,3,3,2,1
CAN-VK4UJAY8TR,2,3,3,3,2,1
CAN-Q590807U1T,1,1,3,3,1,2
CAN-9YTN1MW7VG,3,3,4,3,2,2
CAN-GSAGF7MNCB,3,2,3,2,2,2
CAN-EWEIOWUA3S,3,2,3,2,2,2
CAN-WJAZF1X5WW,2,3,3,3,2,2
CAN-Q4GD5O55WV,3,3,3,3,2,2
CAN-RSTP1R717O,2,2,3,2,1,1
CAN-PR6SCOXT1K,3,2,3,2,1,2
CAN-121N8ARH8U,2,3,3,3,2,0
CAN-YPMOVPWF4E,3,3,3,3,2,1
CAN-N0GMK1L87D,2,3,2,3,2,1
CAN-RGQDNDFF15,3,3,2,2,2,2
CAN-JUJUFS2IKG,3,3,3,3,2,1
CAN-SAER4FR81V,3,2,3,3,1,1
CAN-NYYE5QVX2S,5,3,5,4,2,2
CAN-QL8PHQ98YM,2,3,2,2,2,0
CAN-AXP7IS8IOJ,3,2,3,3,2,1
CAN-YP8JH53YQ2,3,3,3,3,2,1
CAN-TCJPS3H221,3,3,3,3,2,2
CAN-9UK9MJ01AY,3,3,3,2,2,2
CAN-W7TVPNYCCP,2,3,3,2,1,0
CAN-1LZH5NRJ4M,2,3,3,3,2,1
CAN-2IQB329U1B,3,3,3,3,2,2
CAN-MTDTQAG54R,3,3,3,3,2,1
CAN-6R08SDDHUG,3,3,2,3,2,1
CAN-NXXIL7HWHE,3,3,3,3,2,1
CAN-W39POS7E57,3,3,3,2,1,0
CAN-YL8EH1OS4R,3,3,3,3,2,1
CAN-2PIJQE1Z4N,3,3,3,3,2,2
CAN-3VUSNCJAW0,2,3,3,3,2,2
CAN-NWYPAYO4SC,3,3,3,2,0,2
CAN-VIFCGJV7MW,4,3,3,3,2,1
CAN-6WWJ66AYKR,3,3,2,3,2,1
CAN-HFUG9QYONE,3,3,3,3,2,1
CAN-V5Y65R7JWK,3,2,3,3,2,1
CAN-S8CBBU1J5J,3,3,3,3,2,2
CAN-ZKR112LI5H,3,3,3,2,2,1
CAN-JEOTKUSZLK,1,2,3,3,2,2
CAN-3R78ULZ1X6,2,3,3,2,1,1
CAN-Z094JVB5DK,3,2,3,3,1,2
CAN-PPJOO5L518,3,3,3,3,2,2
CAN-7YPZD0CRBH,2,3,3,3,2,2
CAN-KMWLHWCI6A,3,3,3,3,1,2
CAN-BTWZVS3SU3,3,3,1,3,2,2
CAN-POJI3RN3FV,2,3,3,3,2,1
CAN-CNF2U0FWZ8,3,3,3,3,2,1
CAN-JRP1HQ7CQ7,3,3,3,2,2,1
CAN-Y5MALB9J9R,3,3,3,3,2,2
CAN-941L0L6DMN,2,2,3,3,2,1
CAN-LQI76OP2D1,2,2,3,3,2,2
CAN-HFJYZVZL8M,3,3,3,1,2,1
CAN-ATVQ67ZLOY,2,3,3,3,2,2
CAN-PSOAYUSON8,3,2,3,3,1,1
CAN-H3PWIUYABX,3,3,3,3,2,2
CAN-V9688RJD3W,3,3,3,3,2,2
CAN-0934K69KNR,2,3,3,2,3,0
CAN-0P1G6CU7GP,2,3,3,2,2,2
CAN-I09B815GXN,3,3,3,3,1,2
CAN-CD7PUNEJVC,3,3,3,3,1,2
CAN-CTZZJGC2OU,2,2,3,3,1,2
CAN-3OW7XHI53S,3,3,3,3,1,2
CAN-78FR9A89VL,3,3,3,3,2,1
CAN-RX5M35BRMN,2,2,3,3,1,0
CAN-GZWHJW1GNH,2,3,3,3,1,1
CAN-Q4FY4DOH6A,2,3,2,0,2,1
CAN-GSMG9D3O3S,3,3,3,3,2,1
CAN-PB2QLSE8Q2,3,2,3,2,2,1
CAN-2MQS54QI3Q,3,2,3,3,2,1
CAN-6WX0DLBV7D,3,3,3,2,2,2
CAN-REP4MNK35A,3,3,3,2,1,2
CAN-C98BYIYSGA,3,1,4,3,2,2
CAN-57J79S8I3A,3,2,3,2,1,1
CAN-U2B8FPIIHG,3,2,2,2,1,2
CAN-33ER0FEUOA,3,2,3,3,2,2
CAN-OLFWP9JOAI,3,1,3,3,2,1
CAN-07XR036R0M,3,2,3,3,2,1
CAN-570V9675PJ,2,3,3,2,1,2
CAN-ONYWTGNUW7,3,2,3,3,2,2
CAN-A4P7M4DF4F,3,2,3,3,2,1
CAN-6OJZC13B27,3,3,3,2,2,0
CAN-N9N1Y1FH4H,2,3,3,3,2,2
CAN-12YHGPLWEL,2,3,3,3,2,2
CAN-W103PRP6EQ,3,3,3,3,1,2
CAN-L1VHM9UMKD,3,4,3,3,3,2
CAN-EYK5EY3GDH,3,2,3,1,2,2
CAN-J7UXG1EBBI,4,4,3,4,4,2
CAN-50AU02RR8I,3,2,3,3,1,0
CAN-4IE1S1C4HT,3,3,3,2,1,1
CAN-034LLESDP0,3,3,3,3,2,2
CAN-SKH4H9IVYE,2,3,3,2,2,1
CAN-LQ2Q07RWNG,3,3,3,3,2,0
CAN-YSI8IDF1L6,2,3,3,3,2,2
CAN-YM0I69QM0I,3,2,3,3,2,1
CAN-21DK7ZN7OU,2,2,3,2,2,0
CAN-R4RZBDGOCR,2,2,3,4,2,1
CAN-LXYVCGI5R3,2,2,3,3,2,1
CAN-GCB26XQK04,2,2,3,3,3,2
CAN-0GQ4YVF31M,3,3,3,3,2,1
CAN-47E68J3LSP,2,3,3,3,2,0
CAN-U1V60N5OQM,0,0,3,0,0,0
CAN-PTU8ZO187C,2,3,3,2,2,0
CAN-JAET31N9J6,3,3,2,3,2,2
CAN-2GP0QB71IL,2,2,3,2,2,2
CAN-LY53HEKP9J,3,2,3,2,2,2
CAN-613Y6O33NV,4,3,3,5,2,3
CAN-8WL0QNQ5UP,0,0,3,0,0,1
CAN-5DX0T847GZ,3,3,2,3,2,2
CAN-LLDINNRER0,1,2,3,2,2,2
CAN-T2GTCD5DWS,3,3,3,3,2,1
CAN-KNORJGQ98J,3,3,3,3,2,0
CAN-2M4HF2S4J4,1,3,3,3,1,1
CAN-OGSBS2DTYF,3,3,3,3,2,1
CAN-WP2EAZABSX,3,3,3,3,2,2
CAN-0C3IB5WFJ8,2,3,3,3,2,2
CAN-47IJ7HZFXV,3,2,3,3,2,1
CAN-D1QJN5DQ3Z,3,2,3,3,2,2
CAN-EO66GA5E1B,3,3,3,2,2,1
CAN-QJSM8HCCJG,3,3,3,3,2,2
CAN-B1K4W4PPJA,2,2,3,2,2,1
CAN-COWB4GJHGK,2,2,3,3,2,1
CAN-W9VZ3QDZMA,1,3,3,3,2,2
CAN-W7WZBRSJY6,3,3,3,2,2,0
CAN-R4YO1J48OF,1,3,3,3,1,2
CAN-9AYS5PCZ14,3,3,3,3,2,1
CAN-WZ9HA0TQ3C,2,2,3,3,2,2
CAN-HB448L5FVF,3,3,3,3,1,2
CAN-ZQU3RSMXHH,3,3,3,2,2,2
CAN-VPWFD4IWHJ,2,2,3,2,2,0
CAN-B336H65XUC,3,3,3,1,2,2
CAN-D1D80DSARJ,3,3,3,3,2,2
CAN-80QSZMDRLD,5,4,4,3,2,2
CAN-S5U870NUEQ,3,3,3,3,2,2
CAN-R5RI0VWJW9,2,2,3,2,2,2
CAN-0N0ASSXDKY,3,3,3,3,2,1
CAN-JKAYGXIF6R,2,3,3,3,1,0
CAN-ZSHEVXD6JQ,3,3,3,2,2,0
CAN-63DT9WE4UL,2,2,3,2,1,1
CAN-5S3E0MFPAU,3,3,3,3,2,2
CAN-OAWKW1AEX3,3,3,3,3,2,2
CAN-UM5BZG4T7U,3,2,3,2,2,2
CAN-M2K2HDCA3Q,3,3,3,3,2,1
CAN-40MD9N6XM1,2,3,3,3,2,0
CAN-VRIHDH9JWE,3,3,3,3,1,2
CAN-E8OE3JZ1HH,3,2,2,3,2,2
CAN-4BPECCSH88,0,2,3,3,2,1
CAN-E4XU8GXCMO,3,3,3,3,2,1
CAN-Z5SL5GL4RB,2,3,3,2,2,1
CAN-H8KIU6QEA7,3,3,3,1,3,1
CAN-SJZMPJCLIL,3,3,3,2,1,2
CAN-9LCEA1FPEO,3,3,3,3,2,1
CAN-ZS15TQOGPA,3,2,3,3,1,2
CAN-QPI1L0FCQU,2,3,3,3,2,1
CAN-KYVPBV16AY,2,2,3,3,2,1
CAN-RYFKJ45U9C,2,3,2,3,3,2
CAN-52IHK7LJ5D,0,0,3,0,0,0
CAN-PR65ZMWWA2,3,2,3,3,2,1
CAN-A20P2AEXIH,2,2,3,3,2,1
CAN-0KD9WHUJVD,3,3,3,2,2,1
CAN-IA8U1DVUO4,3,3,3,3,2,2
CAN-J4C24C79IG,3,3,3,3,2,1
CAN-B5BGNPAXNO,3,2,3,3,2,0
CAN-E0S2IX12A1,3,3,3,2,2,2
CAN-QO1Y6YG2FX,3,3,3,3,1,2
CAN-TOCVLBL1FO,2,3,3,3,2,2
CAN-RDE764QYFC,1,3,3,1,2,1
CAN-PMIK0GIRJW,3,3,3,3,2,1
CAN-L66ENZG9TC,3,1,3,3,1,2
CAN-DUG7DRZ6H1,3,3,3,3,2,2
CAN-P0S5V4JAG9,3,3,3,3,2,1
CAN-OLWFHX9D2L,3,3,3,3,2,1
CAN-2QYN0WNQTF,3,2,3,3,2,1
CAN-JZJK3YBA42,3,4,3,3,2,2
CAN-PWVZL2XTR5,3,3,3,1,2,0
CAN-P71MDU1DCY,3,3,3,3,3,2
CAN-TD6V6YM0L4,3,3,3,3,2,2
CAN-JE4JLNPK37,2,3,3,3,2,1
CAN-0J8A2WSM88,2,3,3,3,1,2
CAN-2RX9CWKS6J,2,3,3,3,2,2
CAN-E81W6J63Z9,3,2,3,3,2,2
CAN-5S7DOLIPKI,5,4,4,6,2,2
CAN-O5OQ0F4W47,3,2,2,3,2,1
CAN-NMW319ZUN3,3,3,3,3,0,1
CAN-8P4XCCRHKK,2,3,3,3,2,2
CAN-LGKIRKNNG1,1,3,3,3,2,1
CAN-XI31W0TWTA,3,3,3,3,2,2
CAN-P0MASG4IVU,3,2,3,2,1,1
CAN-OHQPJISPKC,3,2,3,2,1,1
CAN-5HOWJCEPHX,2,3,3,3,2,1
CAN-AF4WYEY7J4,3,3,3,3,2,1
CAN-YP40LZV7HG,2,2,3,2,2,1
CAN-5ZBRHJK44Y,2,3,3,3,2,1
CAN-B4Q0XTHR3W,3,2,3,3,2,2
CAN-0HACOZFI7P,3,3,3,2,2,0
CAN-QRL4A4I1K1,2,3,3,3,2,1
CAN-N91Q1C5UAX,3,2,3,2,2,2
CAN-0ZWD4LK3VP,3,2,3,3,1,2
CAN-43Y5IE42YH,3,3,3,3,1,2
